pipeline_id,length_km,diameters_mm,age_years,material,location,repair_type,repair_duration_hours,pressure,temperature,flow_rate,corrosion_level,deformation_level,leak_detection,pipeline_status
746,90.05788275,722.5998752,29,Steel,Rural,Replacement,29,7.622304434,-8.938475416,39.335329,3,1,0,1
747,39.00523092,706.8642163,43,Cast Iron,Urban,Replacement,80,6.810757478,30.71915538,94.11038907,0,1,0,1
748,54.81173325,981.9599026,5,PVC,Rural,0ne,40,9.741176496,-4.342210862,39.65687391,4,2,0,1
749,90.74073899,987.0406606,30,PVC,Suburban,Replacement,8,9.201118269,13.20449654,21.2050762,2,2,1,1
750,62.7995616,718.0107506,49,PVC,Suburban,0ne,98,3.549725769,18.99503955,12.80142674,0,3,0,1
751,12.57290603,319.2533128,43,PVC,Suburban,Repair,6,1.245849155,25.27530271,85.70075612,4,0,1,1
752,94.04338024,818.7002543,8,Steel,Suburban,Repair,45,6.89831705,10.53982676,4.177666408,4,1,0,1
753,63.14309725,196.3262208,42,Cast Iron,Urban,Repair,53,6.425986501,26.77742435,96.47506425,1,2,1,1
754,34.15565585,802.6293738,12,Steel,Rural,Replacement,94,1.246858919,-3.432495764,42.40092997,0,0,1,1
755,14.78793519,919.1765117,42,Steel,Rural,0ne,98,2.104097763,22.67227741,25.49006076,3,0,1,1
756,79.60849374,444.5500553,13,PVC,Suburban,Repair,21,6.262315341,31.31694638,62.12716709,0,1,1,0
757,62.38720284,667.5717655,26,Steel,Urban,Repair,57,9.206445376,34.47219864,14.15838619,0,0,1,1
758,53.81264811,487.1284589,18,PVC,Suburban,Replacement,76,9.158502489,18.9783248,8.142411783,1,4,1,1
759,89.49536572,493.9885495,42,PVC,Rural,Replacement,6,2.363365492,5.644759904,82.95055184,3,2,0,1
760,79.07112391,379.3338002,49,PVC,Rural,Repair,63,4.461165518,-1.832174414,43.04240669,1,3,1,1
761,16.01581309,785.9166584,20,Steel,Urban,0ne,6,1.388825779,7.277937644,52.3072363,1,2,1,0
762,31.86048471,942.5589077,16,PVC,Rural,0ne,53,5.223446617,16.99871866,18.49290488,1,0,0,1
763,25.60042484,946.6757733,37,Steel,Urban,0ne,4,7.777751137,-0.1834888,7.081000208,0,4,1,1
764,74.65068296,257.3031564,3,Cast Iron,Suburban,Repair,9,8.109754402,37.62574528,37.40983713,1,2,1,1
765,4.319711039,887.2692847,27,PVC,Suburban,Replacement,69,5.490905199,34.85677144,51.10847899,2,1,0,0
766,57.4190788,763.6882973,15,HDPE,Urban,0ne,74,1.862827072,-8.352140257,76.77763157,3,4,0,0
767,76.48340989,327.5536606,34,HDPE,Suburban,Repair,72,4.432275777,18.09808991,50.60414802,3,2,0,1
768,87.79979804,160.5561516,45,HDPE,Urban,Repair,87,9.38891764,29.46543951,78.46819475,1,0,0,0
769,34.86609312,341.1975402,22,HDPE,Suburban,Replacement,4,3.066513009,2.269597997,12.42784519,0,1,1,1
770,82.30447316,920.9874131,40,HDPE,Suburban,0ne,58,3.877790049,16.19481162,7.332314432,4,0,1,1
771,11.95254196,669.8608074,23,Steel,Rural,Repair,37,7.721444579,10.29959412,16.72723545,4,0,1,0
772,84.79877688,748.9491948,49,Cast Iron,Rural,0ne,71,7.6022271,-0.172686789,77.42920056,0,1,0,0
773,13.62137757,331.437116,4,Steel,Urban,0ne,6,9.209820592,20.73686919,76.17369285,1,4,0,0
774,40.33144177,747.44934,41,PVC,Suburban,0ne,51,4.493068216,39.68460877,14.99541265,1,2,0,1
775,79.93224121,125.3093557,23,Cast Iron,Suburban,Repair,79,5.631388515,8.264363014,4.067877167,2,4,0,0
776,15.84182531,437.7892112,47,Cast Iron,Suburban,0ne,99,5.206532151,17.61895041,68.84291169,4,1,1,1
777,23.69588813,664.0780137,9,Cast Iron,Rural,Replacement,50,9.349769539,6.392734081,85.67289654,4,2,0,1
778,72.50300427,231.486909,24,Cast Iron,Urban,Repair,96,7.923975299,33.84743084,75.65666186,3,1,0,0
779,72.28361712,840.703217,21,HDPE,Urban,Repair,14,8.482976019,33.23013502,21.07709908,1,3,1,1
780,64.47361566,311.5281689,41,PVC,Urban,0ne,99,2.197884419,-1.061330603,58.79302183,0,3,0,1
781,69.700896,687.0530015,46,Cast Iron,Suburban,0ne,11,8.126620236,34.99744371,75.97920634,1,4,0,0
782,54.72971989,464.6774283,16,Cast Iron,Urban,0ne,10,4.896808895,-2.424564447,26.32704175,1,1,1,0
783,25.92810683,636.4392359,25,HDPE,Rural,Repair,61,1.210048145,-5.228002019,53.24435934,2,2,0,1
784,35.22390336,196.7054974,26,Steel,Rural,Replacement,81,1.540795175,22.64673079,32.13157999,0,4,0,1
785,18.97817396,115.2215199,49,Steel,Urban,Replacement,13,7.101171458,9.295205293,23.33196632,2,3,1,1
786,90.93660557,918.6079846,45,Steel,Suburban,Repair,34,4.34811197,16.53702967,96.98934335,2,3,0,0
787,58.75578768,342.6670079,9,PVC,Rural,Replacement,60,8.813040159,22.6285391,91.34561408,2,3,0,1
788,40.68429026,837.7093025,15,Steel,Rural,0ne,51,7.608458205,-7.35813811,45.12110536,2,4,1,0
789,46.73857456,999.4152704,39,Cast Iron,Suburban,Repair,5,1.195120105,4.647658555,14.54102805,1,2,1,1
790,94.78105062,290.2881322,33,HDPE,Suburban,Replacement,74,7.181994807,13.04531559,73.06282303,3,3,0,1
791,16.18178891,338.6536671,1,HDPE,Urban,Repair,32,2.731172255,3.32937049,26.31441188,1,4,1,0
792,59.03675337,696.5738089,5,Steel,Rural,Replacement,12,4.803243118,-7.551430786,17.68326278,2,4,1,0
793,51.08297921,968.9037711,9,HDPE,Rural,Repair,52,6.622616819,-5.666171338,38.77137276,2,0,0,0
794,61.53396931,924.2329134,44,Cast Iron,Urban,Replacement,13,8.854460572,30.08739344,53.45513111,3,0,0,1
795,2.792908198,552.5879681,6,Steel,Urban,Repair,85,5.104880996,35.56933796,10.64659265,4,2,0,1
796,87.34026699,815.5992543,28,Cast Iron,Rural,Repair,54,8.276414088,-2.388334878,57.60290083,0,3,0,1
797,93.27970997,222.1712678,45,PVC,Rural,Repair,97,8.046690965,2.463097865,2.519489101,2,0,1,1
798,56.94818518,979.6943658,26,Cast Iron,Suburban,Repair,54,4.730846616,22.61247024,89.295037,2,2,1,1
799,69.96843156,967.9179106,28,Cast Iron,Suburban,Repair,41,5.508821471,37.7135888,92.15342724,1,0,0,0
800,92.32743874,247.3560621,40,Cast Iron,Rural,0ne,48,7.30436509,4.979485457,73.57400658,2,3,1,0
801,71.0166248,369.4808123,15,Cast Iron,Rural,Repair,51,1.280335912,32.76068131,47.18839145,2,4,0,0
802,16.10136525,190.1394978,6,PVC,Suburban,Repair,47,9.017302724,15.30123222,26.23473079,0,3,0,1
803,58.05254766,344.545839,27,Steel,Urban,Repair,50,7.928345435,37.82793195,74.66709698,1,0,1,0
804,61.06478959,834.3602105,38,Cast Iron,Urban,Replacement,96,3.244742933,-3.187066879,93.24792299,4,3,0,0
805,42.98893646,440.4840464,4,Steel,Rural,Repair,76,9.830619579,38.68361991,16.69483678,2,4,0,1
806,73.90797933,179.5572704,11,HDPE,Rural,0ne,46,2.614513173,12.04893139,47.11637694,2,1,1,1
807,93.50233446,408.0029723,21,Cast Iron,Suburban,Repair,99,9.226780063,37.64691952,32.21090197,4,4,0,1
808,92.63128278,983.2450008,30,Cast Iron,Rural,Replacement,38,3.920261125,12.93451085,36.31743712,3,0,0,1
809,45.63309777,666.7152357,18,HDPE,Urban,Replacement,92,7.868320391,16.50410671,41.17002035,4,4,1,0
810,12.21056654,474.5448518,35,Steel,Suburban,Repair,13,5.107389339,30.23875049,95.22783809,4,2,0,0
811,98.4992787,249.8846621,3,PVC,Suburban,Repair,76,7.628206487,26.13142504,26.60507962,1,3,0,0
812,84.05091056,987.5591176,12,Cast Iron,Urban,Repair,22,2.402047431,20.98016602,49.77490807,4,1,0,1
813,13.34160544,838.7641083,27,HDPE,Urban,Repair,2,3.425558125,10.84900118,95.19725969,1,1,0,1
814,92.16334638,353.3295722,30,HDPE,Suburban,Replacement,93,1.89872042,29.62191837,48.12963213,4,3,0,0
815,87.11973984,163.0618261,21,Cast Iron,Rural,Repair,77,8.786295833,37.41141666,86.49635267,2,3,0,0
816,52.36496766,150.9630016,38,Steel,Urban,Replacement,99,3.66663689,-9.509455153,6.817712658,2,2,1,1
817,59.53626814,208.3403346,21,Steel,Suburban,Replacement,13,7.250286065,19.39225482,95.35001143,3,4,0,1
818,40.50126768,622.6917253,38,Cast Iron,Rural,0ne,57,8.38199078,33.29904645,19.56558356,4,1,0,1
819,6.421402243,935.8870791,40,HDPE,Rural,Replacement,34,9.112764127,22.65562687,98.01356844,0,0,0,1
820,34.18452692,547.0690852,15,Cast Iron,Suburban,Repair,19,1.956674038,30.04146289,18.38210966,4,3,1,0
821,80.48249141,858.6509342,18,PVC,Urban,Repair,9,9.037134402,34.75305519,44.99222883,0,3,1,1
822,1.458570277,501.2979579,29,PVC,Rural,Repair,95,2.775275,27.54755079,31.55283467,4,1,0,1
823,34.016418,737.7251912,48,Steel,Urban,Repair,33,7.632118104,25.85087007,43.88991069,1,3,0,1
824,40.41870067,758.6854636,38,PVC,Suburban,0ne,27,7.559641174,38.23729457,25.80194925,2,1,0,0
825,54.20216469,256.5673353,21,HDPE,Urban,0ne,45,1.076528276,33.18423289,96.56642383,0,0,1,1
826,92.06570602,425.0944531,17,PVC,Rural,0ne,2,2.985615175,30.76889348,31.26677342,0,0,1,1
827,35.28825344,673.5719409,41,Cast Iron,Suburban,0ne,79,5.427176632,-5.679831976,65.67421629,4,1,1,1
828,35.34836699,163.6269474,18,HDPE,Rural,Replacement,83,4.78031236,1.951494157,14.60730147,2,3,1,1
829,74.01262356,425.386169,37,Steel,Rural,0ne,57,9.267161319,17.83780122,82.614361,3,2,0,0
830,45.76957615,581.3195197,38,Steel,Suburban,Replacement,95,4.237667826,25.47800525,54.70828641,0,2,0,1
831,23.23587747,996.6020437,12,PVC,Suburban,Repair,57,9.432853434,5.160744665,97.96516633,2,4,0,1
832,45.7915121,527.0802064,11,Steel,Urban,Replacement,16,5.134863866,-5.333594344,42.91681947,2,2,1,1
833,14.94484502,834.4510814,48,Cast Iron,Suburban,Replacement,79,9.67917607,5.554959341,20.34933962,0,3,1,1
834,18.46231166,488.8605566,49,HDPE,Urban,0ne,6,7.63619329,28.55145903,35.25588094,1,2,1,1
835,50.3384095,816.7516504,20,Cast Iron,Suburban,Repair,14,8.464011325,33.87005147,73.959595,1,4,0,1
836,42.4736195,635.8733215,9,Cast Iron,Rural,Repair,27,1.943891995,35.64518242,66.25154558,4,0,1,0
837,91.56974421,897.9358974,1,Cast Iron,Urban,0ne,38,6.275272899,8.943333957,78.05639335,4,1,0,0
838,36.87699601,469.8482971,3,Cast Iron,Suburban,Replacement,19,2.284303238,8.626928743,8.273558928,2,2,1,1
839,58.47824668,643.8739778,21,HDPE,Urban,0ne,37,3.678589018,10.33537355,58.45650876,0,1,1,0
840,63.5941645,667.0168126,23,HDPE,Urban,Replacement,4,6.612088656,8.790473471,93.28469903,1,1,0,0
841,2.296351202,475.6446476,9,Cast Iron,Urban,0ne,58,7.536031342,23.30983038,11.68229003,2,0,1,0
842,66.69019983,229.8808393,19,Cast Iron,Rural,0ne,90,1.352654038,7.916163107,10.33919063,1,4,0,0
843,18.62556072,184.2034662,45,Steel,Suburban,Repair,9,5.77849358,-8.982803169,71.94383209,0,3,1,1
844,96.14596143,115.0043955,46,Steel,Suburban,Repair,40,6.087825877,11.95123003,32.20306313,1,3,1,1
845,15.71761005,886.1808378,19,HDPE,Urban,Repair,15,1.709451974,1.207603309,66.19934183,3,3,0,1
846,42.04778825,312.827421,23,Steel,Suburban,0ne,4,5.506192308,-8.559643111,54.99306679,4,4,1,0
847,9.44961714,290.3560744,27,HDPE,Rural,Repair,90,7.42458052,13.54214758,98.62059918,1,4,1,0
848,99.69055093,762.4318604,27,HDPE,Urban,Repair,52,1.479045564,0.29772796,89.01658528,0,4,0,1
849,50.71730602,388.0145018,39,PVC,Rural,0ne,18,7.842409987,12.63709074,68.12920537,0,2,1,1
850,59.94311671,555.4402232,36,HDPE,Rural,Repair,53,6.187838544,3.887499331,26.90578798,3,1,0,1
851,7.640571261,246.2599588,12,Steel,Suburban,Replacement,59,8.499044874,20.18544351,26.92890805,0,4,0,0
852,75.24608657,963.7711493,27,PVC,Suburban,Repair,99,2.962563156,39.54386934,88.34213626,3,4,0,1
853,21.78065372,866.42326,46,Steel,Urban,Replacement,54,8.499463158,17.36159604,58.94876546,2,2,1,1
854,89.90737465,877.4106607,34,HDPE,Rural,Repair,41,1.851048777,22.34479584,79.13889642,1,1,0,1
855,21.30882441,466.0963737,33,HDPE,Suburban,0ne,60,4.634467268,35.96378789,45.53655645,0,3,1,0
856,19.87808435,786.1250923,28,Cast Iron,Urban,0ne,93,2.795363124,8.700020886,11.20429003,4,0,0,1
857,4.618417117,229.4885399,31,HDPE,Urban,Repair,88,8.884187491,-1.672577511,33.93595937,1,4,0,1
858,47.73462757,107.7571023,32,PVC,Suburban,Replacement,4,7.344278347,4.139864147,16.95377023,3,4,1,1
859,56.91927219,117.9756393,20,HDPE,Rural,Repair,85,1.228255994,10.13974704,78.40144883,1,0,0,1
860,7.505155303,627.9415637,40,Cast Iron,Urban,0ne,39,1.085710201,22.25088406,70.35068698,1,4,0,1
861,77.77723405,509.8554147,35,HDPE,Suburban,Repair,7,3.62124329,-9.770598529,9.752879316,0,4,0,0
862,45.87559464,566.213814,31,HDPE,Urban,0ne,23,2.289548029,32.66916074,62.51715448,4,4,1,0
863,52.91463666,106.7168264,31,HDPE,Suburban,Replacement,85,6.672740298,-6.195301348,87.53941519,2,0,0,0
864,44.63551195,480.4179577,38,Cast Iron,Urban,Replacement,63,6.974172405,35.03275745,70.03906524,4,2,1,0
865,40.67554303,746.2613451,22,Steel,Rural,0ne,65,9.477558133,37.47172606,51.60007939,3,2,1,1
866,56.4043928,498.4243318,45,HDPE,Urban,Replacement,41,9.568359321,39.50513971,31.87446521,4,0,1,0
867,16.36878435,758.9972857,41,PVC,Suburban,0ne,89,6.930070349,30.47550922,88.82257821,4,2,1,0
868,19.01088492,309.717068,9,Cast Iron,Suburban,0ne,95,1.051076016,-2.907223703,42.85768333,3,3,1,0
869,86.31677648,831.827804,9,PVC,Suburban,0ne,44,4.230981249,25.30835216,85.68396444,4,3,0,1
870,94.66543075,629.5881164,15,HDPE,Rural,Repair,45,5.618273619,0.16606453,78.51698398,2,0,0,1
871,37.95762231,289.6867895,13,Cast Iron,Suburban,Replacement,69,5.492617809,34.85639178,81.80646956,1,1,0,1
872,27.80372264,313.0484283,22,HDPE,Suburban,Repair,95,6.430065666,5.830296283,98.9899545,2,4,1,0
873,64.75595478,665.2274181,16,PVC,Rural,Repair,51,9.644963345,6.339798854,75.12709307,1,1,0,1
874,41.46468294,846.9456339,32,Cast Iron,Suburban,Replacement,65,8.966734228,35.8826648,4.370052636,1,4,0,1
875,3.51324921,474.0650038,2,Steel,Suburban,Repair,54,1.980172301,-9.338446461,21.33795956,4,2,0,0
876,16.45910714,332.4703862,26,Steel,Rural,0ne,56,3.393823523,-0.301692426,4.484319882,1,2,1,1
877,71.88125066,880.3104462,14,Steel,Urban,Repair,94,8.497984757,11.09661333,19.80144342,3,3,0,1
878,66.23347025,702.3414626,38,HDPE,Suburban,0ne,82,8.418762179,25.03607837,7.082511558,2,1,0,0
879,3.682503258,503.2769386,34,Cast Iron,Urban,Replacement,72,3.478336517,22.3783083,50.66008708,1,0,1,1
880,22.97524403,539.1101758,8,PVC,Rural,Repair,90,7.575292276,23.47059376,3.7924151,4,4,0,1
881,23.87640486,283.8308211,36,PVC,Suburban,Replacement,40,7.048336408,34.00110142,47.78533086,4,2,0,1
882,67.51738162,664.1223671,21,HDPE,Suburban,0ne,58,5.261715685,-3.948479385,89.9852498,4,4,1,0
883,2.951343238,422.8682595,46,HDPE,Rural,Repair,15,2.813094574,16.10808481,75.10902524,0,0,1,1
884,11.30674962,996.080659,43,PVC,Suburban,0ne,19,8.997788628,26.27388446,94.45163644,2,4,1,1
885,80.19169245,532.1651637,28,Cast Iron,Urban,0ne,10,7.100660659,21.80592215,23.4380306,4,3,1,1
886,18.67592154,537.2970456,46,HDPE,Urban,0ne,88,2.520936324,12.415706,53.57749582,3,0,0,1
887,65.62186468,609.2666087,44,Cast Iron,Rural,Replacement,16,7.343221104,-9.144270706,32.53936586,4,0,1,1
888,24.58009532,925.0804028,48,PVC,Suburban,Replacement,43,7.672903476,-6.977386718,49.88815977,0,4,0,0
889,10.84469788,820.7362899,6,Cast Iron,Suburban,Replacement,31,8.981922566,-4.052933657,56.15050713,2,4,1,0
890,25.07404691,506.0170628,20,Steel,Rural,Repair,16,3.005553297,7.161387642,4.582426917,1,2,1,0
891,72.50442625,746.8293394,31,PVC,Urban,0ne,80,9.898786949,-4.117327367,24.09235739,2,4,1,0
892,85.71395034,627.6119489,33,Steel,Urban,Replacement,28,2.380540803,11.30411565,70.77250515,1,0,0,1
893,83.19176659,543.1303438,44,PVC,Rural,0ne,62,6.406200027,-1.067900471,77.51987443,1,4,0,1
894,40.32116943,273.0841955,7,Steel,Suburban,Replacement,20,6.914588547,28.95830988,57.37568538,4,2,0,1
895,67.14042852,517.5426371,8,Cast Iron,Urban,0ne,35,4.770576057,33.57438084,27.81207377,3,1,0,1
896,21.29344525,321.2367283,9,PVC,Suburban,Replacement,59,5.275339379,9.482375398,41.10332756,3,3,1,1
897,30.0216253,923.3579349,2,PVC,Urban,Replacement,9,9.01819087,15.56658827,10.50764438,4,0,1,1
898,89.73724603,401.8661321,17,Steel,Suburban,Replacement,10,6.807468067,37.67481208,95.36478206,0,2,1,1
899,2.287190428,957.0376131,45,Cast Iron,Urban,Replacement,45,5.473008624,16.77538777,86.99906965,1,3,0,1
900,9.465344555,579.7497611,37,PVC,Suburban,0ne,82,2.155146062,39.75366079,7.494632344,3,4,0,1
901,21.58073926,668.3899408,42,HDPE,Rural,Replacement,15,1.066038627,-2.893450315,17.4825759,2,4,1,0
902,3.626688184,588.6464,44,Steel,Urban,Replacement,30,2.124717563,33.11132103,58.52834968,0,1,1,0
903,18.96210807,216.4425553,17,PVC,Rural,Replacement,48,9.605661107,14.86015013,24.01057734,4,4,0,1
904,58.72111454,438.2390971,38,Cast Iron,Urban,0ne,96,7.876781047,-8.864294438,93.5056691,0,3,0,0
905,42.72103051,189.231501,35,Cast Iron,Urban,Replacement,40,9.704046948,38.61114707,75.80346751,3,2,1,0
906,89.3744994,660.6586398,47,Cast Iron,Urban,0ne,91,1.321378387,38.25239499,28.05585978,4,1,1,1
907,81.92691261,502.1867757,39,Cast Iron,Suburban,Repair,91,7.121983635,9.163542009,1.604039708,3,3,1,1
908,34.83991782,800.1864744,30,Steel,Urban,0ne,83,1.398641738,37.70710355,80.14529173,1,2,0,0
909,26.68291991,298.4234329,6,PVC,Rural,Repair,74,8.03850822,-2.949517888,42.98488125,0,3,0,1
910,38.58954841,248.1094526,4,Steel,Suburban,Replacement,44,4.428551555,24.00550706,64.59539347,1,4,1,0
911,59.43919931,465.6990079,37,Steel,Suburban,Replacement,46,1.861888241,-0.403550656,29.41050772,2,3,1,1
912,27.53830044,933.9268449,35,Cast Iron,Urban,0ne,6,6.112419776,2.332361817,15.14445268,1,1,1,1
913,62.79074188,739.3796335,9,HDPE,Suburban,Replacement,24,3.521081769,28.96687186,67.85584759,0,3,0,1
914,41.53175357,477.0312623,6,Cast Iron,Urban,Replacement,73,6.936165477,8.867904228,45.58213423,2,0,0,0
915,55.6526709,565.5449528,13,HDPE,Rural,0ne,91,6.923572836,-9.643624859,24.28180041,3,4,1,1
916,44.17652638,175.7917101,22,Steel,Suburban,Replacement,7,7.345067267,10.71192121,14.62517196,2,3,1,1
917,30.15211019,986.1183067,28,Cast Iron,Suburban,Repair,6,9.932185709,1.403466032,58.46747985,0,2,1,1
918,94.89687739,699.7665742,30,Cast Iron,Rural,Repair,33,4.48027939,24.16649568,72.82944408,4,4,0,1
919,76.59697362,356.8636616,36,Steel,Rural,Replacement,85,5.18783927,-0.277565164,29.10480925,2,2,0,1
920,14.8712044,627.2275548,2,Cast Iron,Urban,Replacement,38,8.241505309,32.11267642,73.779111,3,1,0,1
921,86.97832961,198.5341295,36,PVC,Suburban,Repair,44,6.205330207,3.354650605,19.12909767,2,0,0,1
922,49.25568863,969.2530019,8,HDPE,Rural,Replacement,17,1.335314896,9.651412914,34.50315342,1,3,1,1
923,89.56067046,257.3064891,45,HDPE,Suburban,Repair,31,8.587706682,4.90184304,74.74334639,4,4,1,1
924,80.18567034,683.2272862,42,HDPE,Rural,0ne,37,1.463488137,22.19616739,66.35420845,0,3,0,1
925,43.09613694,320.9090163,9,Cast Iron,Suburban,Repair,11,2.537381228,-4.941822939,27.78183906,4,3,0,0
926,3.224461524,745.8052444,1,PVC,Rural,Replacement,92,1.918719703,13.90496863,13.09136515,1,4,0,1
927,27.59905858,799.1392305,13,Cast Iron,Suburban,Replacement,5,1.701344196,6.722740761,5.20486907,4,0,1,0
928,54.62178725,706.077756,15,HDPE,Urban,Repair,64,1.231163878,34.20689816,83.95360281,1,0,0,1
929,63.71434376,653.0495142,32,Cast Iron,Suburban,Repair,76,1.495249426,-6.329395321,8.439053007,2,1,1,1
930,26.53088086,903.2221846,34,HDPE,Urban,Replacement,3,4.981952703,31.48475325,12.36967007,0,4,1,1
931,14.79625133,170.7640399,43,Steel,Urban,Replacement,56,3.27567043,-1.615976174,24.5333524,1,4,1,1
932,83.65809344,397.8232892,31,HDPE,Urban,Replacement,63,2.138831951,-5.571117004,45.12130072,1,2,0,1
933,98.45581589,323.4587317,14,Steel,Suburban,0ne,38,6.928349885,0.116142906,79.18892094,2,2,0,0
934,53.04332805,989.2125659,47,Steel,Suburban,0ne,54,3.035007196,-4.867350899,25.50055227,1,2,0,1
935,17.9962493,450.4508017,14,Steel,Urban,Repair,2,1.170542398,16.04919741,54.80731659,0,0,0,0
936,27.95842533,759.3514293,48,HDPE,Rural,Repair,90,4.765778054,39.41074765,9.946879683,3,1,1,1
937,2.820676978,716.2526475,29,PVC,Suburban,0ne,2,3.793896928,-8.283632404,46.98658951,4,1,1,1
938,91.51558185,290.8731137,47,HDPE,Suburban,0ne,12,3.867439882,13.05641747,18.58626034,1,3,0,1
939,12.65735721,315.0979122,19,Cast Iron,Suburban,Repair,40,5.007430254,9.303516455,21.90796433,4,1,1,1
940,58.07513108,353.1561072,27,Cast Iron,Suburban,0ne,2,7.020225345,6.980320712,37.31601498,4,2,1,1
941,28.13146685,470.0145504,9,PVC,Urban,Repair,80,6.54831208,6.593180522,76.37342217,3,4,0,1
942,55.86362225,310.8925591,37,PVC,Rural,Replacement,94,9.435354488,34.75063783,74.65465656,1,3,0,1
943,65.49061845,117.6863345,37,PVC,Rural,Repair,57,5.659449997,-9.05119249,42.08232467,0,0,1,0
944,83.14443857,891.4537511,43,Steel,Rural,0ne,47,5.253129188,28.74581937,12.74844427,1,1,0,1
945,21.4357059,969.0488482,28,PVC,Rural,0ne,36,2.920729917,2.64665894,28.78847038,4,4,1,1
946,2.088587037,407.4133483,24,PVC,Urban,0ne,4,7.7984316,9.164775541,51.03022188,2,2,0,0
947,14.55167738,404.6561915,28,PVC,Suburban,Repair,75,2.266981986,11.00749564,87.07176609,3,0,1,1
948,90.10184554,106.3826315,36,HDPE,Suburban,0ne,24,5.420196008,5.236587704,96.85720687,0,0,0,0
949,87.51511768,712.2256195,18,Cast Iron,Urban,Repair,82,4.791899785,-5.322056908,64.10962257,0,1,1,0
950,60.14389711,842.8959062,25,Cast Iron,Suburban,Replacement,91,6.924707906,-4.283457559,35.71796256,4,4,0,1
951,60.45116918,231.9474703,35,PVC,Urban,Replacement,62,9.25859323,4.906556204,69.65189192,0,2,0,1
952,66.83863078,243.6997144,4,Cast Iron,Rural,0ne,2,9.519360323,31.09045264,34.28678345,4,2,0,1
953,18.36175658,811.074925,14,HDPE,Urban,Repair,15,2.510193404,-3.268617361,62.92187189,0,2,1,1
954,91.52678265,654.6616735,39,Cast Iron,Suburban,Repair,75,3.356354964,27.13199166,25.1328906,0,2,0,1
955,42.45828196,140.3745019,26,Steel,Suburban,0ne,91,8.30471788,4.443486471,27.43188142,4,1,0,1
956,38.9307143,660.2922914,8,HDPE,Suburban,Repair,49,5.664517862,34.17324676,8.447333315,3,1,1,1
957,52.37285282,378.0259506,24,Cast Iron,Rural,0ne,87,5.077311115,11.41642377,42.59397407,0,4,0,0
958,5.649630711,431.8526399,16,Cast Iron,Urban,0ne,35,7.395629071,-1.413834335,62.19927749,1,3,1,1
959,17.46205351,792.7582765,20,HDPE,Urban,Replacement,94,6.417324573,39.29222251,79.09069944,2,1,1,0
960,74.06532803,829.8416734,15,Cast Iron,Suburban,0ne,47,9.73642649,-1.168274039,81.22450594,4,2,1,0
961,9.197068125,460.3209642,7,Cast Iron,Urban,Repair,24,6.255771871,18.38099106,99.2520005,0,4,1,1
962,60.71205884,952.4376424,17,PVC,Suburban,0ne,83,5.193764437,18.4643239,9.687816858,3,2,1,0
963,25.28956186,465.8164462,22,Steel,Urban,Replacement,60,5.885356259,8.640672559,49.82054008,1,1,1,0
964,39.54026579,794.6524317,22,HDPE,Rural,Replacement,93,8.27685835,37.57442963,52.61608296,4,4,0,1
965,29.58067994,535.4895381,12,PVC,Rural,Repair,77,6.514075511,32.19372812,80.64880921,1,2,1,1
966,36.21159893,907.7790939,18,Cast Iron,Urban,0ne,48,6.823432822,31.49097804,27.36949304,2,3,0,1
967,72.18554461,916.9851193,46,HDPE,Rural,Repair,23,9.74294992,38.70759677,7.867859674,3,0,1,1
968,30.41504985,178.6751271,47,HDPE,Rural,Repair,12,6.56555936,12.85546691,32.06212222,4,0,0,1
969,57.07405939,942.8439982,15,Steel,Rural,0ne,41,4.422567235,-5.140711219,98.40885508,4,2,1,1
970,48.12898982,842.9813574,37,Steel,Suburban,Replacement,29,7.221934243,28.27279627,90.04467858,0,0,1,1
971,66.70344537,812.1796429,16,HDPE,Urban,Repair,70,6.935134573,9.040628973,40.12944913,1,3,0,1
972,93.74614419,280.8202057,5,Steel,Urban,Repair,51,1.12462872,-0.48274241,87.75092788,4,3,0,1
973,73.52463762,824.6072879,2,Steel,Suburban,Replacement,23,5.205963671,14.16236716,4.242693928,1,2,1,1
974,22.27909748,865.1194612,28,Cast Iron,Suburban,0ne,31,7.686132426,36.28594701,32.10620367,2,3,1,1
975,4.087130371,360.235301,41,Steel,Rural,0ne,21,5.491373119,-1.432149049,72.95437295,0,0,0,1
976,26.96414039,957.0340705,27,Steel,Urban,0ne,24,8.016590223,32.43494076,22.92377285,2,2,0,1
977,59.91271514,144.8741318,31,PVC,Suburban,Replacement,72,5.057953268,10.91024708,20.6407042,0,0,1,0
978,6.091155535,234.9183279,41,Cast Iron,Rural,Repair,9,9.849894379,-3.159900965,86.31894705,0,3,1,0
979,50.14025847,583.8230242,36,Cast Iron,Urban,Replacement,22,3.636024303,32.4191152,61.97944215,1,3,0,1
980,60.08744204,618.213224,47,HDPE,Rural,Repair,4,1.829103473,38.48101706,98.91324911,0,4,1,1
981,34.09014519,680.635075,43,Steel,Urban,Repair,77,4.87010621,4.563535792,14.33229795,2,1,1,1
982,77.32030817,115.2722164,1,PVC,Rural,0ne,98,5.875381224,5.176810492,36.25671232,2,1,0,1
983,11.55322706,964.3300972,29,PVC,Urban,0ne,3,4.141843585,9.527299152,31.81012381,2,2,0,1
984,8.438640392,140.1292835,1,Cast Iron,Urban,0ne,28,3.180530441,30.70651822,88.13309153,1,0,1,0
985,73.09068686,228.7557575,8,Steel,Urban,Replacement,90,7.048528222,-9.479140163,26.27435548,1,1,1,1
